gene\_name & dN & dS & omega \\
Sinme\_3972 & 0.0014 & 0.11315 & 0.014595 \\
Sinme\_3973 & 0.0034 & 0.1303 & 0.02575 \\
Sinme\_3974 & 0.0095 & 0.0361 & 0.26191 \\
Sinme\_3976 & 0.0049 & 0.0411 & 0.11899 \\
Sinme\_3977 & 0.0058 & 0.0228 & 0.25568 \\
Sinme\_3978 & 0.0051 & 0.038 & 0.13529 \\
Sinme\_3982 & 0.0041 & 0.1059 & 0.0389 \\
Sinme\_3984 & 0.002 & 0.036 & 0.05681 \\
Sinme\_3986 & 0.0051 & 0.1027 & 0.04995 \\
Sinme\_3987 & 0 & 0.0628 & 0 \\
Sinme\_3988 & 0.0109 & 0.0275 & 0.39842 \\
Sinme\_3990 & 0.0077 & 0.1798 & 0.04265 \\
Sinme\_3991 & 0.0157 & 0.1227 & 0.1275 \\
Sinme\_3993 & 0.0261 & 0.15825 & 0.18942 \\
Sinme\_3994 & 0.0042 & 0.1298 & 0.03268 \\
Sinme\_3996 & 0.0122 & 0.1551 & 0.07869 \\
Sinme\_3999 & 0 & 0.0156 & 0 \\
Sinme\_4001 & 0.0084 & 0.0129 & 0.64832 \\
Sinme\_4002 & 0.003 & 0 & NA \\
Sinme\_4003 & 0.0039 & 0.0335 & 0.116 \\
Sinme\_4006 & 0.0068 & 0.0426 & 0.15859 \\
Sinme\_4008 & 0.0013 & 0.0367 & 0.03412 \\
Sinme\_4009 & 0.0026 & 0.0331 & 0.0774 \\
Sinme\_4010 & 0.0025 & 0.0219 & 0.11499 \\
Sinme\_4011 & 0.0115 & 0.0459 & 0.25138 \\
Sinme\_4012 & 0.0036 & 0.1505 & 0.02404 \\
Sinme\_4013 & 0.0266 & 0.3185 & 0.08363 \\
Sinme\_4014 & 0.00295 & 0.0885 & 0.020565 \\
Sinme\_4015 & 0.004 & 0.0456 & 0.0873 \\
Sinme\_4016 & 0.0038 & 0.0272 & 0.139 \\
Sinme\_4017 & 0 & 0.0237 & 0 \\
Sinme\_4018 & 0.0072 & 0.0229 & 0.3118 \\
Sinme\_4019 & 0.0033 & 0.2744 & 0.01191 \\
Sinme\_4020 & 0.0037 & 0.3093 & 0.01187 \\
Sinme\_4021 & 0 & 0.1474 & 0 \\
Sinme\_4025 & 0.0411 & 0.506 & 0.08131 \\
Sinme\_4026 & 0.0257 & 0.4572 & 0.05616 \\
Sinme\_4027 & 0.0479 & 0.6089 & 0.10473 \\
Sinme\_4028 & 0.0111 & 0.1953 & 0.05664 \\
Sinme\_4029 & 0.0261 & 0.2472 & 0.1056 \\
Sinme\_4030 & 0.02785 & 0.10615 & 0.338745 \\
Sinme\_4031 & 0.0076 & 0.0409 & 0.18512 \\
Sinme\_4032 & 0.0123 & 0.1151 & 0.10646 \\
Sinme\_4033 & 0.0028 & 0.0451 & 0.06119 \\
Sinme\_4034 & 0.0106 & 0.0729 & 0.1459 \\
Sinme\_4035 & 0.0102 & 0.1413 & 0.072 \\
Sinme\_4038 & 0.0206 & 0.067 & 0.30807 \\
Sinme\_4040 & 0.0039 & 0.107 & 0.03656 \\
Sinme\_4041 & 0.0063 & 0.0452 & 0.13832 \\
Sinme\_4042 & 0.0039 & 0.0269 & 0.14586 \\
Sinme\_4043 & 0.0054 & 0.0592 & 0.11128 \\
Sinme\_4049 & 0.0088 & 0.0221 & 0.3986 \\
Sinme\_4050 & 0.0075 & 0.077 & 0.09763 \\
Sinme\_4051 & 0.0225 & 0.0112 & 1.99893 \\
Sinme\_4052 & 0.0023 & 0.02945 & 0.087335 \\
Sinme\_4054 & 0.0109 & 0.0425 & 0.2559 \\
Sinme\_4055 & 0.0164 & 0.4093 & 0.04014 \\
Sinme\_4056 & 0.02145 & 0.4725 & 0.04513 \\
Sinme\_4058 & 0.0374 & 0.4352 & 0.08588 \\
Sinme\_4059 & 0.0111 & 0.2668 & 0.04144 \\
Sinme\_4060 & 0.0168 & 0.3532 & 0.04747 \\
Sinme\_4065 & 0.0102 & 0.25745 & 0.04875 \\
Sinme\_4066 & 0.0052 & 0.0142 & 0.36674 \\
Sinme\_4067 & 0.0036 & 0.0368 & 0.065705 \\
Sinme\_4068 & 0.0219 & 0.16225 & 0.13375 \\
Sinme\_4069 & 0.0208 & 0.3675 & 0.05649 \\
Sinme\_4070 & 0.0198 & 0.224 & 0.08824 \\
Sinme\_4072 & 0.01525 & 0.3606 & 0.04561 \\
Sinme\_4073 & 0.0115 & 0.19725 & 0.060585 \\
Sinme\_4074 & 0.0075 & 0.0507 & 0.1478 \\
Sinme\_4075 & 0.0203 & 0.0244 & 0.82958 \\
Sinme\_4078 & 0.0121 & 0.1042 & 0.11621 \\
Sinme\_4079 & 0.0152 & 0.1001 & 0.15182 \\
Sinme\_4080 & 0.0243 & 0.0722 & 0.33578 \\
Sinme\_4082 & 0.0205 & 0.1475 & 0.13884 \\
Sinme\_4085 & 0.0121 & 0.137 & 0.08837 \\
Sinme\_4087 & 0.0044 & 0.1968 & 0.02215 \\
Sinme\_4088 & 0.00283333333333333 & 0.048 & 0.190473333333333 \\
Sinme\_4091 & 0.0071 & 0.0686 & 0.10339 \\
Sinme\_4092 & 0.0093 & 0.0428 & 0.21753 \\
Sinme\_4095 & 0.0095 & 0.0524 & 0.18057 \\
Sinme\_4096 & 0.0072 & 0.0771 & 0.09352 \\
Sinme\_4097 & 0.00785 & 0.08345 & 0.098515 \\
Sinme\_4098 & 0.0182 & 0.1367 & 0.13296 \\
Sinme\_4112 & 0.0059 & 0.0193 & 0.30694 \\
Sinme\_4113 & 0.0161 & 0.12735 & 0.13743 \\
Sinme\_4115 & 0.00475 & 0.1527 & 0.031815 \\
Sinme\_4116 & 0.0043 & 0.2795 & 0.01544 \\
Sinme\_4117 & 0.0074 & 0.1715 & 0.04328 \\
Sinme\_4118 & 0.0064 & 0.1005 & 0.06352 \\
Sinme\_4121 & 0.0035 & 0.1445 & 0.02426 \\
Sinme\_4122 & 0.0163 & 0.198 & 0.08239 \\
Sinme\_4124 & 0.0025 & 0.248 & 0.01 \\
Sinme\_4125 & 0.004 & 0.0787 & 0.05101 \\
Sinme\_4126 & 0.00305 & 0.0307 & 0.113185 \\
Sinme\_4127 & 0.00275 & 0.0576 & 0.040495 \\
Sinme\_4128 & 0.0205 & 0.1309 & 0.15663 \\
Sinme\_4129 & 0.0185 & 0.0864 & 0.21464 \\
Sinme\_4130 & 0.025 & 0.2042 & 0.12242 \\
Sinme\_4131 & 0.001 & 0.0747 & 0.01384 \\
Sinme\_4132 & 0.0105 & 0.0899 & 0.117 \\
Sinme\_4135 & 0.00155 & 0.05815 & 0.02904 \\
Sinme\_4138 & 0.0145 & 0.1004 & 0.1445 \\
Sinme\_4140 & 0.0086 & 0.0997 & 0.08659 \\
Sinme\_4142 & 0.0086 & 0.0823 & 0.10489 \\
Sinme\_4143 & 0.0104 & 0.0412 & 0.25152 \\
Sinme\_4144 & 0.0046 & 0.153 & 0.02998 \\
Sinme\_4146 & 0.0045 & 0.1207 & 0.03689 \\
Sinme\_4147 & 0.0146571428571429 & 0.119571428571429 & 0.109864285714286 \\
Sinme\_4148 & 0.0222 & 0.3388 & 0.06561 \\
Sinme\_4149 & 0.0131 & 0.1433 & 0.0912 \\
Sinme\_4150 & 0.0106 & 0.2925 & 0.03613 \\
Sinme\_4151 & 0.0084 & 0.0908 & 0.09286 \\
Sinme\_4152 & 0.0152 & 0.169 & 0.08977 \\
Sinme\_4153 & 0.02965 & 0.1839 & 0.14765 \\
Sinme\_4154 & 0.0049 & 0.0302 & 0.16283 \\
Sinme\_4155 & 0.0051 & 0.0842 & 0.06078 \\
Sinme\_4156 & 0.0067 & 0.1606 & 0.04173 \\
Sinme\_4163 & 0.0299 & 0.11805 & 0.253685 \\
Sinme\_4164 & 0.011 & 0.108 & 0.10224 \\
Sinme\_4165 & 0.0081 & 0.0574 & 0.1413 \\
Sinme\_4167 & 0.0174 & 0.1454 & 0.11997 \\
Sinme\_4168 & 0.0149 & 0.1697 & 0.08761 \\
Sinme\_4169 & 0.00675 & 0.1115 & 0.063125 \\
Sinme\_4172 & 0.01255 & 0.1875 & 0.0594 \\
Sinme\_4175 & 0 & 0.1202 & 0 \\
Sinme\_4176 & 0.0162 & 0.3376 & 0.04805 \\
Sinme\_4177 & 0.00625 & 0.12245 & 0.051565 \\
Sinme\_4178 & 0.01505 & 0.1154 & 0.12412 \\
Sinme\_4179 & 0.0107 & 0.0171 & 0.62548 \\
Sinme\_4180 & 0.0094 & 0.0623 & 0.15071 \\
Sinme\_4181 & 0.00595 & 0.03765 & 0.15647 \\
Sinme\_4182 & 0.0111 & 0.0275 & 0.40232 \\
Sinme\_4183 & 0.0078 & 0.0414 & 0.18943 \\
Sinme\_4185 & 0.0169 & 0.0719 & 0.23546 \\
Sinme\_4188 & 0.0087 & 0.0811 & 0.10695 \\
Sinme\_4190 & 0.0137 & 0.0448 & 0.30562 \\
Sinme\_4192 & 0.0153 & 0.0995 & 0.15403 \\
Sinme\_4193 & 0.0126 & 0.0972 & 0.12956 \\
Sinme\_4194 & 0.0038 & 0.0461 & 0.08185 \\
Sinme\_4195 & 0.00525 & 0.05515 & 0.14236 \\
Sinme\_4196 & 0.0062 & 0.0069 & 0.89941 \\
Sinme\_4197 & 0.0103 & 0.0157 & 0.65693 \\
Sinme\_4198 & 0.0027 & 0.0561 & 0.04904 \\
Sinme\_4200 & 0.004 & 0.0443 & 0.099815 \\
Sinme\_4201 & 0.0036 & 0.0439 & 0.0814 \\
Sinme\_4203 & 0.0042 & 0.0648 & 0.06417 \\
Sinme\_4207 & 0.0273 & 0.0325 & 0.84197 \\
Sinme\_4208 & 0.0391 & 0.2539 & 0.15386 \\
Sinme\_4209 & 0.02855 & 0.33 & 0.091005 \\
Sinme\_4210 & 0.0291 & 0.3347 & 0.08686 \\
Sinme\_4211 & 0.0559 & 0.1938 & 0.28856 \\
Sinme\_4217 & 0.0041 & 0.0485 & 0.055555 \\
Sinme\_4220 & 0.023 & 0.07295 & 0.307055 \\
Sinme\_4221 & 0.0228 & 0.0464 & 0.49151 \\
Sinme\_4222 & 0.0239 & 0.059025 & 0.4365725 \\
Sinme\_4224 & 0.0232 & 0.1185 & 0.19556 \\
Sinme\_4226 & 0.0167 & 0.0749 & 0.299015 \\
Sinme\_4227 & 0.0241 & 0.1309 & 0.18452 \\
Sinme\_4228 & 0.004 & 0.055 & 0.07358 \\
Sinme\_4231 & 0.0188 & 0.3152 & 0.05952 \\
Sinme\_4241 & 0.1473 & 0.2743 & 0.53702 \\
Sinme\_4242 & 0.0432 & 0.2126 & 0.20342 \\
Sinme\_4243 & 0.0142 & 0.0691 & 0.20542 \\
Sinme\_4244 & 0.0279 & 0.0456 & 0.61122 \\
Sinme\_4245 & 0.0395 & 0.1023 & 0.38638 \\
Sinme\_4246 & 0.0406 & 0.2054 & 0.19756 \\
Sinme\_4248 & 0.0539 & 0.32 & 0.16832 \\
Sinme\_4249 & 0.0307 & 0.4565 & 0.06717 \\
Sinme\_4250 & 0.03485 & 0.2646 & 0.14819 \\
Sinme\_4252 & 0.0205 & 0.1834 & 0.11165 \\
Sinme\_4253 & 0.0056 & 0.1251 & 0.0445 \\
Sinme\_4254 & 0.0255 & 0.1083 & 0.23525 \\
Sinme\_4255 & 0 & 0.0126 & 0 \\
Sinme\_4256 & 0.0153 & 0.06425 & 0.239045 \\
Sinme\_4257 & 0.0154 & 0.16 & 0.09637 \\
Sinme\_4259 & 0.0193 & 0.1469 & 0.13148 \\
Sinme\_4261 & 0.0252 & 0.1649 & 0.15274 \\
Sinme\_4263 & 0.0157 & 0.2016 & 0.07787 \\
Sinme\_4264 & 0.0202 & 0.1827 & 0.11082 \\
Sinme\_4265 & 0.079 & 0.2217 & 0.35609 \\
Sinme\_4266 & 0.13845 & 0.75665 & 0.204565 \\
Sinme\_4267 & 0.0602 & 0.309833333333333 & 0.178016666666667 \\
Sinme\_4268 & 0.0232666666666667 & 0.252366666666667 & 0.0979483333333333 \\
Sinme\_4269 & 0.0286 & 0.4972 & 0.05754 \\
Sinme\_4271 & 0.0392 & 1.1163 & 0.03508 \\
Sinme\_4283 & 0.05035 & 2.26845 & 0.02231 \\
Sinme\_4284 & 0.0103 & 1.0912 & 0.00947 \\
Sinme\_4285 & 0.049225 & 1.045425 & 0.0587325 \\
Sinme\_4288 & 0.0236 & 0.1653 & 0.14253 \\
Sinme\_4290 & 0.0175 & 0.1724 & 0.10128 \\
Sinme\_4292 & 0.0171 & 0.1944 & 0.08806 \\
Sinme\_4293 & 0.0331 & 0.1228 & 0.26964 \\
Sinme\_4294 & 0.0216 & 0.1265 & 0.17085 \\
Sinme\_4295 & 0.0051 & 0.5367 & 0.00952 \\
Sinme\_4297 & 0.0277 & 0.1721 & 0.16088 \\
Sinme\_4300 & 0.0169 & 0.1566 & 0.10789 \\
Sinme\_4301 & 0.0054 & 0.1704 & 0.03183 \\
Sinme\_4302 & 0.0341 & 0.2732 & 0.12478 \\
Sinme\_4303 & 0.0239 & 0.4546 & 0.05263 \\
Sinme\_4304 & 0.0081 & 0.1387 & 0.0583 \\
Sinme\_4307 & 0.035 & 0.2176 & 0.16089 \\
Sinme\_4309 & 0 & 0 & 0 \\
Sinme\_4310 & 0.046 & 0.2683 & 0.169555 \\
Sinme\_4311 & 0.0227 & 0.167 & 0.13598 \\
Sinme\_4312 & 0.0147 & 0.1048 & 0.14002 \\
Sinme\_4314 & 0.02785 & 0.272 & 0.093255 \\
Sinme\_4315 & 0.0264 & 0.442733333333333 & 0.08021 \\
Sinme\_4316 & 0.0351 & 0.2551 & 0.13762 \\
Sinme\_4317 & 0.0531 & 0.3496 & 0.15188 \\
Sinme\_4325 & 0.0187 & 0.1882 & 0.09961 \\
Sinme\_4387 & 0.0028 & 0.069 & 0.04111 \\
Sinme\_4389 & 0 & 0.0735 & 0 \\
Sinme\_4390 & 0.0194 & 0.0911 & 0.21255 \\
Sinme\_4392 & 0.0087 & 0.2153 & 0.04041 \\
Sinme\_4393 & 0.0167 & 0.233 & 0.08603 \\
Sinme\_4394 & 0.01535 & 0.1776 & 0.088055 \\
Sinme\_4397 & 0.0529 & 0.1328 & 0.39793 \\
Sinme\_4398 & 0.0293 & 0.1912 & 0.15324 \\
Sinme\_4399 & 0.0016 & 0.2818 & 0.0057 \\
Sinme\_4402 & 0.0126 & 0.1964 & 0.06399 \\
Sinme\_4404 & 0.0113 & 0.1397 & 0.08503 \\
Sinme\_4405 & 0.01115 & 0.0536 & NA \\
Sinme\_4406 & 0.0049 & 0.0370666666666667 & 0.16955 \\
Sinme\_4407 & 0 & 0.2001 & 0 \\
Sinme\_4409 & 0.0051 & 0.1079 & 0.0475 \\
Sinme\_4410 & 0.0044 & 0.0776 & 0.05715 \\
Sinme\_4412 & 0.0016 & 0.0496 & 0.03209 \\
Sinme\_4414 & 0.0101 & 0.0904 & 0.11136 \\
Sinme\_4416 & 0.0034 & 0.0374 & 0.09169 \\
Sinme\_4417 & 0.01135 & 0.0511 & 0.24579 \\
Sinme\_4418 & 0.01875 & 0.13635 & 0.133695 \\
Sinme\_4419 & 0.0257 & 0.1636 & 0.15731 \\
Sinme\_4422 & 0 & 0.1039 & 0 \\
Sinme\_4426 & 0.0112 & 0.2391 & 0.04685 \\
Sinme\_4430 & 0.008 & 0.1561 & 0.0513 \\
Sinme\_4432 & 0 & 0.0593 & 0 \\
Sinme\_4433 & 0.0069 & 0.0363 & 0.18968 \\
Sinme\_4435 & 0.009 & 0.0302 & 0.29821 \\
Sinme\_4436 & 0.0034 & 0.0486 & 0.07031 \\
Sinme\_4437 & 0.0028 & 0.0095 & 0.29574 \\
Sinme\_4438 & 0.0092 & 0.0284 & 0.33857 \\
Sinme\_4439 & 0.0091 & 0.0193 & 0.47398 \\
Sinme\_4440 & 0.0051 & 0.0125 & 0.41082 \\
Sinme\_4441 & 0.0011 & 0.0108 & 0.09966 \\
Sinme\_4442 & 0.0014 & 0.0107 & 0.13278 \\
Sinme\_4443 & 0.002 & 0.0617 & 0.03195 \\
Sinme\_4445 & 0.0046 & 0.0177 & 0.26028 \\
