gene\_name & dN & dS & omega \\
b1248 & 0 & 0.097 & 0 \\
b1250 & 0.0022 & 0.1163 & 0.01919 \\
b1263 & 0.0037 & 0.4012 & 0.00915 \\
b1276 & 0.0129 & 0.203 & 0.06364 \\
b1281 & 0.0223 & 0.1844 & 0.12073 \\
b1287 & 0.0475 & 0.023 & 2.06691 \\
b1329 & 0.0072 & 0.1558 & 0.04591 \\
b1377 & 0.0279 & 0.1279 & 0.21796 \\
b1380 & 0.003 & 0.1418 & 0.02128 \\
b1411 & 0.0525 & 0.1822 & 0.28832 \\
b1412 & 0.0167 & 0.274 & 0.06084 \\
b1589 & 0 & 0.1102 & 0 \\
b1605 & 0.0022 & 0.1302 & 0.01687 \\
b1606 & 0.0215 & 0.1205 & 0.17845 \\
b1607 & 0.0046 & 0.1124 & 0.04054 \\
b1610 & 0.0189 & 0.1972 & 0.09563 \\
b1611 & 0.0042 & 0.2393 & 0.01742 \\
b1626 & 0.0106 & 0.0902 & 0.11761 \\
b1634 & 0.0048 & 0.1478 & 0.0325 \\
b1640 & 0.009 & 0.1813 & 0.04978 \\
b1643 & 0.0079 & 0.0624 & 0.12664 \\
b1675 & 0 & 0.0422 & 0 \\
b1677 & 0 & 0 & 0 \\
b1680 & 0.0071 & 0.2115 & 0.03337 \\
b1687 & 0.0098 & 0.2223 & 0.0442 \\
b1706 & 0.022 & 0.1688 & 0.13009 \\
b1722 & 0.0037 & 0.1457 & 0.02539 \\
b1724 & 0.0095 & 0.07 & 0.1353 \\
b1726 & 0.0095 & 0.1569 & 0.06075 \\
b1739 & 0.0046 & 0.0181 & 0.25497 \\
b1746 & 0.0707 & 0.3167 & 0.22332 \\
b1749 & 0.0041 & 0.2967 & 0.01387 \\
b1750 & 0.0375 & 0.1624 & 0.23092 \\
b1758 & 0.0282 & 0.467 & 0.06033 \\
b1759 & 0.0453 & 0.1131 & 0.40094 \\
b1772 & 0.0282 & 0.1157 & 0.244 \\
b1781 & 0.03 & 0.1737 & 0.17269 \\
b1783 & 0 & 0.2104 & 0 \\
b1784 & 0.0033 & 0.2329 & 0.01401 \\
b1785 & 0.0056 & 0.1152 & 0.049 \\
b1792 & 0.0164 & 0.1258 & 0.13069 \\
b1807 & 0.0176 & 0.4795 & 0.03393 \\
b1816 & 0.0009 & 0.1154 & 0.00815 \\
b1817 & 0.0044 & 0.0781 & 0.05583 \\
b1820 & 0.0069 & 0.0789 & 0.08702 \\
b1836 & 0 & 0.1269 & 0 \\
b1838 & 0.0337 & 0.1313 & 0.25691 \\
b1841 & 0.0249 & 0.0925 & 0.26956 \\
b1844 & 0.0021 & 0.081 & 0.0254 \\
b1847 & 0.008 & 0.1062 & 0.07506 \\
b1873 & 0.0338 & 0.3124 & 0.10834 \\
b1875 & 0.0188 & 0.1871 & 0.10066 \\
b1901 & 0.0036 & 0.2489 & 0.01452 \\
b1912 & 0 & 0.1158 & 0 \\
b1924 & 0.2084 & 4.6225 & 0.04509 \\
b1926 & 0.0331 & 0.1734 & 0.19066 \\
b1945 & 0.0014 & 0.1567 & 0.00896 \\
b1973 & 0.0142 & 0.1835 & 0.07749 \\
b1987 & 0.0192 & 0.1656 & 0.11564 \\
b2009 & 0.0255 & 0.1237 & 0.20625 \\
b2025 & 0.0136 & 0.2686 & 0.0508 \\
b2027 & 0.0756 & 2.1644 & 0.03493 \\
b2043 & 0.0336 & 0.592 & 0.05683 \\
b2048 & 0.0177 & 0.3855 & 0.04581 \\
b2056 & 0.0106 & 0.1551 & 0.06825 \\
b2065 & 0.0074 & 0.1529 & 0.04844 \\
b2069 & 0.0188 & 0.2762 & 0.06816 \\
b2072 & 0.1175 & 0.6795 & 0.17286 \\
b2077 & 0.0161 & 0.3921 & 0.04118 \\
b2078 & 0.0185 & 0.5005 & 0.03701 \\
b2080 & 0.0131 & 0.1739 & 0.0751 \\
b2098 & 0.0077 & 0.1905 & 0.04055 \\
b2104 & 0.03845 & 0.271 & 0.162845 \\
b2114 & 0.0072 & 0.4241 & 0.0169 \\
b2120 & 0.0384 & 0.4162 & 0.09236 \\
b2164 & 0.0165 & 0.7069 & 0.02329 \\
b2172 & 0.0236 & 0.1893 & 0.12473 \\
b2177 & 0.0168 & 0.1785 & 0.09424 \\
b2196 & 0.0045 & 0.287 & 0.01576 \\
b2198 & 0 & 0.1066 & 0 \\
b2213 & 0.022 & 0.2488 & 0.0884 \\
b2229 & 0.0458 & 0.27 & 0.1695 \\
b2233 & 0.10585 & 0.94845 & 0.1354025 \\
b2242 & 0.0427 & 0.8003 & 0.05332 \\
b2255 & 0.0108 & 0.1433 & 0.07568 \\
b2283 & 0.0009 & 0.1933 & 0.00485 \\
b2297 & 0.0027 & 0.1252 & 0.02117 \\
b2308 & 0.0042 & 0.2513 & 0.01656 \\
b2324 & 0.03885 & 0.328475 & 0.127015 \\
b2325 & 0.0051 & 0.1712 & 0.02955 \\
b2326 & 0.01375 & 0.3356 & 0.04268 \\
b2327 & 0.0018 & 0.4757 & 0.00385 \\
b2328 & 0.0181 & 0.1978 & 0.09175 \\
b2336 & 0.355 & 2.6487 & 0.13404 \\
b2342 & 0.0344 & 0.3324 & 0.10337 \\
b2779 & 0 & 0.1023 & 0 \\
b2785 & 0.0205 & 0.1191 & 0.17209 \\
b2789 & 0.0031 & 0.1985 & 0.01558 \\
b2793 & 0.0059 & 0.0897 & 0.06564 \\
b2800 & 0.0068 & 0.1083 & 0.06325 \\
b2817 & 0 & 0.1915 & 0 \\
b2818 & 0.0011 & 0.1002 & 0.01105 \\
b2819 & 0.0072 & 0.3857 & 0.01857 \\
b2828 & 0 & 0.1546 & 0 \\
b2831 & 0.0066 & 0.2371 & 0.02797 \\
b2886 & 0.0392 & 0.205 & 0.19098 \\
b2891 & 0.0034 & 0.1392 & 0.02422 \\
b2892 & 0.0112 & 0.2209 & 0.05056 \\
b2906 & 0.021 & 0.2147 & 0.09756 \\
b2916 & 0.0017 & 0.2428 & 0.00691 \\
b2921 & 0.0163 & 0.1629 & 0.1002 \\
b2928 & 0.0462 & 0.3784 & 0.12204 \\
b2933 & 0.008 & 0.3041 & 0.02644 \\
b2950 & 0.0267 & 0.4599 & 0.058 \\
b2954 & 0.0309 & 0.1857 & 0.16644 \\
b2955 & 0.0369 & 2.7333 & 0.01352 \\
b2987 & 0.0175 & 0.3772 & 0.04634 \\
b2988 & 0.0053 & 0.2815 & 0.01873 \\
b2989 & 0.0144 & 0.4626 & 0.03109 \\
b3005 & 0 & 0.101 & 0 \\
b3018 & 0.0059 & 0.1743 & 0.03379 \\
b3029 & 0.0047 & 0.2806 & 0.01658 \\
b3050 & 0.0302 & 0.2554 & 0.11834 \\
b3052 & 0.0042 & 0.3182 & 0.01308 \\
b3055 & 0.0047 & 0.1598 & 0.02925 \\
b3060 & 0.0046 & 0.2389 & 0.01915 \\
b3061 & 0.0095 & 0.3733 & 0.02541 \\
b3074 & 0.0138 & 0.1276 & 0.10827 \\
b3076 & 0.0135 & 0.2314 & 0.05829 \\
b3086 & 0.0466 & 0.6232 & 0.07481 \\
b3087 & 0.01445 & 0.2935 & 0.076855 \\
b3089 & 0.0086 & 0.2154 & 0.03972 \\
b3098 & 0 & 0.1131 & 0 \\
b3118 & 0.0015 & 0.1186 & 0.0125 \\
b3131 & 0.0018 & 0.2178 & 0.00808 \\
b3132 & 0.0187 & 0.1723 & 0.10833 \\
b3133 & 0.01 & 0.1047 & 0.09572 \\
b3136 & 0.0156 & 0.18295 & 0.083645 \\
b3137 & 0.005 & 0.1262 & 0.03987 \\
b3138 & 0.0131 & 0.0877 & 0.14882 \\
b3181 & 0 & 0.0437 & 0 \\
b3184 & 0.0014 & 0.072 & 0.0191 \\
b3198 & 0.0082 & 0.0977 & 0.08359 \\
b3199 & 0.003 & 0.0264 & 0.11224 \\
b3202 & 0.0021 & 0.076 & 0.02699 \\
b3203 & 0 & 0.0188 & 0 \\
b3220 & 0.1153 & 0.3715 & 0.31046 \\
b3224 & 0.0061 & 0.1712 & 0.0354 \\
b3257 & 0.0136 & 0.1149 & 0.11859 \\
b3260 & 0 & 0.0445 & 0 \\
b3263 & 0.0066 & 0.0396 & 0.1661 \\
b3267 & 0.0066 & 0.1756 & 0.03747 \\
b3269 & 0.0088 & 0.2833 & 0.0311 \\
b3296 & 0 & 0 & 0 \\
b3309 & 0.005 & 0.0186 & 0.26856 \\
b3344 & 0.0298 & 0.1958 & 0.15211 \\
b3347 & 0.0034 & 0.1265 & 0.02668 \\
b3352 & 0.003 & 0.1815 & 0.01636 \\
b3356 & 0 & 0.1686 & 0 \\
b3368 & 0.0033 & 0.3069 & 0.01064 \\
b3390 & 0 & 0.047 & 0 \\
b3402 & 0.0412 & 0.1581 & 0.26087 \\
b3403 & 0.0035 & 0.2494 & 0.01395 \\
b3412 & 0.0103 & 0.2799 & 0.03676 \\
b3415 & 0 & 0.1371 & 0 \\
b3417 & 0.0041 & 0.2052 & 0.01982 \\
b3422 & 0.0351 & 0.5875 & 0.05967 \\
b3424 & 0.0068 & 0.1581 & 0.0432 \\
b3426 & 0.0194 & 0.3898 & 0.04988 \\
b3437 & 0.0059 & 0.228 & 0.02593 \\
b3438 & 0.0043 & 0.2967 & 0.01448 \\
b3439 & 0.0145 & 0.3315 & 0.04388 \\
b3440 & 0.0138 & 0.3092 & 0.0445 \\
b3441 & 0.0614 & 0.4614 & 0.13319 \\
b3486 & 0.0084 & 0.3363 & 0.02487 \\
b3494 & 0 & 0.0255 & 0 \\
b3496 & 0.0123 & 0.2019 & 0.06112 \\
b3498 & 0.0022 & 0.3939 & 0.00548 \\
b3506 & 0.0023 & 0.1313 & 0.0173 \\
b3510 & 0.0083 & 0.0486 & 0.17133 \\
b3513 & 0.0042 & 0.1207 & 0.03445 \\
b3514 & 0.0047 & 0.1769 & 0.02651 \\
b3517 & 0.0042 & 0.1762 & 0.02356 \\
b3532 & 0.0065 & 0.2257 & 0.02862 \\
b3543 & 0.0028 & 0.3682 & 0.0075 \\
b3546 & 0.0083 & 0.3005 & 0.02762 \\
b3564 & 0.0202 & 0.2355 & 0.08585 \\
b3598 & 0.0123 & 0.1304 & 0.09417 \\
b3604 & 0.0113 & 0.2182 & 0.05184 \\
b3605 & 0.0037 & 0.3898 & 0.00951 \\
b3608 & 0.0014 & 0.2425 & 0.00594 \\
b3653 & 0.006 & 0.2242 & 0.0267 \\
b3708 & 0.001 & 0.2414 & 0.00411 \\
b3712 & 0.0176 & 0.0896 & 0.19597 \\
b3724 & 0 & 0.2571 & 0 \\
b3728 & 0.00205 & 0.22295 & 0.00727 \\
b3741 & 0.0007 & 0.1611 & 0.00465 \\
b3746 & 0.0072 & 0.1097 & 0.05845 \\
b3747 & 0.0015 & 0.1218 & 0.01255 \\
b3748 & 0.0127 & 0.084 & 0.15124 \\
b3752 & 0.0047 & 0.1232 & 0.0379 \\
b3753 & 0 & 0.1332 & 0 \\
b3754 & 0.0052 & 0.1143 & 0.04562 \\
b3755 & 0.0079 & 0.128 & 0.06184 \\
b3769 & 0 & 0.0347 & 0 \\
b3771 & 0.013 & 0.502 & 0.02588 \\
b3793 & 0.0064 & 0.1818 & 0.03533 \\
b3804 & 0.0146 & 0.0673 & 0.2168 \\
b3821 & 0.0061 & 0.1713 & 0.03587 \\
b3850 & 0.0128 & 0.3716 & 0.03451 \\
b3856 & 0.0289 & 0.1701 & 0.16991 \\
b3886 & 0.0017 & 0.2105 & 0.00821 \\
b3894 & 0 & 0.236 & 0 \\
b3945 & 0.0082 & 0.3868 & 0.0211 \\
b3947 & 0.0228 & 0.2513 & 0.09092 \\
b3949 & 0.0057 & 0.2235 & 0.02558 \\
b3953 & 0.0125 & 0.2952 & 0.0425 \\
b3957 & 0.0058 & 0.2695 & 0.02143 \\
b3959 & 0.0104 & 0.2005 & 0.05171 \\
b4140 & 0.0031 & 0.202 & 0.01515 \\
b4146 & 0.0219 & 0.1621 & 0.13495 \\
b4147 & 0 & 0.0913 & 0 \\
b4150 & 0.0423 & 0.1448 & 0.29216 \\
b4152 & 0.0079 & 0.063 & 0.12554 \\
b4153 & 0.0018 & 0.0538 & 0.034 \\
b4154 & 0.0064 & 0.0997 & 0.06465 \\
b4169 & 0.0218 & 0.22465 & 0.125005 \\
b4175 & 0 & 0.0847 & 0 \\
b4177 & 0 & 0.1099 & 0 \\
b4181 & 0.0323 & 0.1397 & 0.23145 \\
b4185 & 0.0487 & 0.4055 & 0.12009 \\
b4187 & 0.0142 & 0.2069 & 0.06866 \\
b4235 & 0.0053 & 0.3258 & 0.01642 \\
b4243 & 0 & 0.259 & 0 \\
b4254 & 0.0325 & 1.9179 & 0.01694 \\
b4263 & 0.0356 & 0.5019 & 0.07101 \\
b4324 & 0.0132 & 0.2552 & 0.05162 \\
b4355 & 0.1017 & 0.1735 & 0.58596 \\
b4357 & 0.0764666666666667 & 8.7946 & 0.02139 \\
b4359 & 0.0052 & 0.1707 & 0.03055 \\
b4365 & 0.0021 & 0.0622 & 0.03394 \\
b4378 & 0.0522 & 0.4312 & 0.1211 \\
b4391 & 0.0022 & 0.1727 & 0.01264 \\
b4460 & 0 & 0.1661 & 0 \\
b4465 & 0.0228 & 0.3502 & 0.06507 \\
b4475 & 0.03945 & 0.3126 & 0.17199 \\
b4480 & 0.0119 & 0.1712 & 0.06979 \\
ECIAI39\_0002 & 0.006 & 0.215 & 0.02806 \\
ECIAI39\_0003 & 0.0066 & 0.1655 & 0.03997 \\
ECIAI39\_0004 & 0.0406 & 0.1594 & 0.25486 \\
ECIAI39\_0005 & 0.0117 & 0.1756 & 0.06665 \\
ECIAI39\_0006 & 0.0099 & 0.1967 & 0.05036 \\
ECIAI39\_0008 & 0.003 & 0.1193 & 0.02481 \\
ECIAI39\_0009 & 0.0071 & 0.1249 & 0.05664 \\
ECIAI39\_0010 & 0.0025 & 0.1027 & 0.02386 \\
ECIAI39\_0012 & 0.0456 & 0.2896 & 0.15735 \\
ECIAI39\_0013 & 0 & 0.0838 & 0 \\
ECIAI39\_0014 & 0.0026 & 0.1564 & 0.0165 \\
ECIAI39\_0016 & 0.0115 & 0.313 & 0.03678 \\
ECIAI39\_0017 & 0.0238 & 1.0252 & 0.02324 \\
ECIAI39\_0018 & 0 & 0.0307 & 0 \\
ECIAI39\_0019 & 0 & 0.1961 & 0 \\
ECIAI39\_0021 & 0.00676666666666667 & 0.190733333333333 & 0.04286 \\
ECIAI39\_0022 & 0 & 0.1406 & 0 \\
ECIAI39\_0023 & 0.0046 & 0.2932 & 0.01572 \\
ECIAI39\_0024 & 0.023 & 0.4289 & 0.05359 \\
ECIAI39\_0026 & 0.0074 & 0.2183 & 0.03382 \\
ECIAI39\_0027 & 0.00485 & 0.33235 & 0.01464 \\
ECIAI39\_0030 & 0.02025 & 0.11955 & 0.16872 \\
ECIAI39\_0031 & 0.0077 & 0.1404 & 0.05466 \\
ECIAI39\_0032 & 0.0309 & 0.201 & 0.15353 \\
ECIAI39\_0033 & 0.007 & 0.2125 & 0.03296 \\
ECIAI39\_0034 & 0.00185 & 0.15505 & 0.01187 \\
ECIAI39\_0035 & 0.0093 & 0.1094 & 0.08523 \\
ECIAI39\_0037 & 0.02 & 0.1605 & 0.12481 \\
ECIAI39\_0038 & 0.0034 & 0.16825 & 0.01352 \\
ECIAI39\_0039 & 0.0033 & 0.2286 & 0.01429 \\
ECIAI39\_0040 & 0.007 & 0.24135 & 0.02624 \\
ECIAI39\_0041 & 0.00425 & 0.17925 & 0.023305 \\
ECIAI39\_0042 & 0.0086 & 0.1528 & 0.05601 \\
ECIAI39\_0043 & 0.0051 & 0.06075 & 0.047795 \\
ECIAI39\_0044 & 0.0243 & 0.1178 & 0.20596 \\
ECIAI39\_0046 & 0 & 0.1085 & 0 \\
ECIAI39\_0047 & 0.0066 & 0.1488 & 0.04415 \\
ECIAI39\_0048 & 0.0049 & 0.1771 & 0.02743 \\
ECIAI39\_0053 & 0.0086 & 0.1761 & 0.04869 \\
ECIAI39\_0055 & 0.001 & 0.1995 & 0.005 \\
ECIAI39\_0057 & 0.02365 & 0.3089 & 0.08431 \\
ECIAI39\_0058 & 0.0121 & 0.3011 & 0.04021 \\
ECIAI39\_0061 & 0.0186 & 0.2613 & 0.07101 \\
ECIAI39\_0062 & 0.011 & 0.236933333333333 & 0.0454066666666667 \\
ECIAI39\_0063 & 0.0341 & 0.4757 & 0.07145 \\
ECIAI39\_0064 & 0.0214 & 0.484 & 0.04429 \\
ECIAI39\_0065 & 0.0199 & 0.377 & 0.05279 \\
ECIAI39\_0066 & 0.0398 & 0.6272 & 0.06339 \\
ECIAI39\_0067 & 0.0112 & 0.4135 & 0.0272 \\
ECIAI39\_0069 & 0.0053 & 0.2762 & 0.01934 \\
ECIAI39\_0071 & 0.0027 & 0.3476 & 0.00767 \\
ECIAI39\_0072 & 0.0105 & 0.1981 & 0.05278 \\
ECIAI39\_0074 & 0.0147 & 0.3414 & 0.04293 \\
ECIAI39\_0075 & 0.00455 & 0.1679 & 0.02289 \\
ECIAI39\_0077 & 0.0042 & 0.05645 & 0.088195 \\
ECIAI39\_0078 & 0 & 0.0072 & 0 \\
ECIAI39\_0079 & 0.0025 & 0.1245 & 0.02012 \\
ECIAI39\_0080 & 0.012 & 0.1788 & 0.0673 \\
ECIAI39\_0081 & 0.0042 & 0.1998 & 0.02123 \\
ECIAI39\_0082 & 0.0079 & 0.3029 & 0.02593 \\
ECIAI39\_0083 & 0 & 0.1804 & 0 \\
ECIAI39\_0084 & 0.0042 & 0.128 & 0.0332 \\
ECIAI39\_0086 & 0.0028 & 0.1643 & 0.01718 \\
ECIAI39\_0087 & 0.0114 & 0.1522 & 0.07463 \\
ECIAI39\_0088 & 0.00185 & 0.05235 & 0.038335 \\
ECIAI39\_0089 & 0 & 0.0883 & 0 \\
ECIAI39\_0090 & 0 & 0.0614 & 0 \\
ECIAI39\_0091 & 0.0058 & 0.1318 & 0.04396 \\
ECIAI39\_0092 & 0.001 & 0.1616 & 0.00646 \\
ECIAI39\_0094 & 0.0195 & 0.1098 & 0.168215 \\
ECIAI39\_0095 & 0.0091 & 0.0523 & 0.17472 \\
ECIAI39\_0096 & 0.0015 & 0.1394 & 0.01047 \\
ECIAI39\_0097 & 0.0346 & 0.2102 & 0.16547 \\
ECIAI39\_0098 & 0.02405 & 0.17035 & 0.14221 \\
ECIAI39\_0099 & 0.02675 & 0.18895 & 0.136445 \\
ECIAI39\_0100 & 0.0049 & 0.1379 & 0.03586 \\
ECIAI39\_0101 & 0.0119666666666667 & 0.2465 & 0.0653366666666667 \\
ECIAI39\_0103 & 0 & 0.0726 & 0 \\
ECIAI39\_0105 & 0.001 & 0.1647 & 0.00611 \\
ECIAI39\_0107 & 0.00715 & 0.165 & 0.043145 \\
ECIAI39\_0109 & 0 & 0.1387 & 0 \\
ECIAI39\_0111 & 0.0594 & 0.56685 & 0.103215 \\
ECIAI39\_0112 & 0.0481333333333333 & 0.289433333333333 & NA \\
ECIAI39\_0113 & 0.0011 & 0.2912 & 0.00382 \\
ECIAI39\_0114 & 0.00185 & 0.2459 & 0.015315 \\
ECIAI39\_0115 & 0.00085 & 0.1593 & 0.00617 \\
ECIAI39\_0117 & 0.0041 & 0.3665 & 0.01119 \\
ECIAI39\_0118 & 0.003525 & 0.16215 & 0.02218 \\
ECIAI39\_0120 & 0.0635 & 0.2751 & 0.23083 \\
ECIAI39\_0121 & 0.0257 & 0.2131 & 0.12049 \\
ECIAI39\_0123 & 0.0177 & 0.4941 & 0.03894 \\
ECIAI39\_0124 & 0.0261 & 0.6333 & 0.03687 \\
ECIAI39\_0127 & 0.425 & 8.9931 & 0.048065 \\
ECIAI39\_0128 & 0.282833333333333 & 7.64586666666667 & 0.0368966666666667 \\
ECIAI39\_0129 & 0.6877 & 10.4519 & 0.0658 \\
ECIAI39\_0130 & 0.67885 & 16.12105 & 0.063745 \\
ECIAI39\_0132 & 0.0345 & 0.6825 & 0.0505 \\
ECIAI39\_0134 & 0.0042 & 0.2447 & 0.01701 \\
ECIAI39\_0135 & 0.0273 & 0.3473 & 0.07852 \\
ECIAI39\_0138 & 0.0103 & 0.0632 & 0.16339 \\
ECIAI39\_0140 & 0.0233 & 0.1997 & 0.11673 \\
ECIAI39\_0141 & 0.0292 & 0.1977 & 0.14775 \\
ECIAI39\_0143 & 0.0028 & 0.2839 & 0.0098 \\
ECIAI39\_0145 & 0.0247 & 0.5876 & 0.04205 \\
ECIAI39\_0146 & 0.1605 & 2.6315 & 0.061 \\
ECIAI39\_0147 & 0.00915 & 0.2761 & 0.032155 \\
ECIAI39\_0148 & 0.0149 & 0.3879 & 0.03832 \\
ECIAI39\_0150 & 0.0154 & 0.4347 & 0.03549 \\
ECIAI39\_0152 & 0.0049 & 0.1889 & 0.027385 \\
ECIAI39\_0153 & 0.0041 & 0.0905 & 0.0501733333333333 \\
ECIAI39\_0154 & 0.0095 & 0.1594 & 0.05953 \\
ECIAI39\_0155 & 0.0039 & 0.2087 & 0.01885 \\
ECIAI39\_0157 & 0.00125 & 0.27435 & 0.00526 \\
ECIAI39\_0158 & 0.0037 & 0.2311 & 0.01585 \\
ECIAI39\_0159 & 0.0064 & 0.3134 & 0.02049 \\
ECIAI39\_0162 & 0 & 0.1675 & 0 \\
ECIAI39\_0163 & 0.0019 & 0.0104 & 0.18434 \\
ECIAI39\_0164 & 0 & 0.0293 & 0 \\
ECIAI39\_0165 & 0 & 0.02795 & 0 \\
ECIAI39\_0166 & 0.0024 & 0.0479 & 0.05091 \\
ECIAI39\_0167 & 0 & 0.0549 & 0 \\
ECIAI39\_0168 & 0.0078 & 0.0778 & 0.10068 \\
ECIAI39\_0169 & 0.0037 & 0.0831 & 0.06765 \\
ECIAI39\_0171 & 0 & 0.0721 & 0 \\
ECIAI39\_0172 & 0.0027 & 0.0914 & 0.02979 \\
ECIAI39\_0173 & 0.0026 & 0.0396 & 0.0657 \\
ECIAI39\_0175 & 0.0083 & 0.2032 & 0.04106 \\
ECIAI39\_0176 & 0.01345 & 0.228 & 0.06544 \\
ECIAI39\_0179 & 0.0036 & 0.175 & 0.02044 \\
ECIAI39\_0180 & 0.0025 & 0.13835 & 0.025945 \\
ECIAI39\_0181 & 0.0064 & 0.2586 & 0.02465 \\
ECIAI39\_0182 & 0.0069 & 0.0866 & 0.07941 \\
ECIAI39\_0183 & 0.0502 & 0.426 & 0.11777 \\
ECIAI39\_0184 & 0.0489 & 0.3302 & 0.14815 \\
ECIAI39\_0185 & 0.00975 & 0.16965 & 0.058355 \\
ECIAI39\_0186 & 0.0188 & 0.1862 & 0.10079 \\
ECIAI39\_0187 & 0.03355 & 0.26455 & 0.1225925 \\
ECIAI39\_0188 & 0.006 & 0.1466 & 0.039335 \\
ECIAI39\_0189 & 0.0038 & 0.1448 & 0.026715 \\
ECIAI39\_0190 & 0.0057 & 0.1619 & 0.03547 \\
ECIAI39\_0191 & 0.0076 & 0.1282 & 0.05933 \\
ECIAI39\_0198 & 0.00955 & 0.12555 & 0.09383 \\
ECIAI39\_0199 & 0.0637 & 0.1469 & 0.43383 \\
ECIAI39\_0201 & 0.00905 & 0.1263 & 0.065685 \\
ECIAI39\_0202 & 0.0119 & 0.1674 & 0.0712 \\
ECIAI39\_0203 & 0.0061 & 0.3002 & 0.02017 \\
ECIAI39\_0204 & 0.0098 & 0.1848 & 0.05285 \\
ECIAI39\_0481 & 0.0341 & 0.4108 & 0.08313 \\
ECIAI39\_0482 & 0.0015 & 0.2811 & 0.00545 \\
ECIAI39\_0483 & 0.0137 & 0.1536 & 0.08908 \\
ECIAI39\_0484 & 0.0037 & 0.1504 & 0.02446 \\
ECIAI39\_0512 & 0.0238 & 0.201 & 0.11853 \\
ECIAI39\_0513 & 0.0022 & 0.2202 & 0.0102 \\
ECIAI39\_0515 & 0.0279 & 0.2612 & 0.1069 \\
ECIAI39\_0516 & 0.0141 & 0.2597 & 0.05422 \\
ECIAI39\_0517 & 0.0281 & 0.2712 & 0.10369 \\
ECIAI39\_0519 & 0.0186 & 0.2173 & 0.08577 \\
ECIAI39\_0522 & 0.0131 & 0.2242 & 0.05834 \\
